sku,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment,Churn_Status
J0395-DR-L,64,6,5154.0,1,2,3,123,6,At Risk,Churn Likely
J0395-DR-M,63,6,5491.0,1,2,3,123,6,At Risk,Churn Likely
J0395-DR-S,16,7,6013.0,2,2,3,223,7,Others,Needs Nurturing
J0395-DR-XL,15,10,8927.0,2,3,3,233,8,Others,Needs Nurturing
J0395-DR-XS,8,6,5050.0,3,2,3,323,8,Others,Needs Nurturing
J0395-DR-XXL,6,10,8927.0,3,3,3,333,9,Champions,Needs Nurturing
J0395-DR-XXXL,5,15,12740.1,3,3,4,334,10,Champions,Needs Nurturing
J0396-DR-L,17,9,8008.0,2,3,3,233,8,Others,Needs Nurturing
J0396-DR-M,28,13,10888.1,2,3,4,234,9,Champions,Needs Nurturing
J0396-DR-S,17,10,8701.1,2,3,3,233,8,Others,Needs Nurturing
J0396-DR-XL,63,4,3773.0,1,2,2,122,5,At Risk,Churn Likely
J0396-DR-XS,35,7,5961.0,1,2,3,123,6,At Risk,Churn Likely
J0396-DR-XXL,25,16,13980.1,2,3,4,234,9,Champions,Needs Nurturing
J0396-DR-XXXL,11,15,13499.0,3,3,4,334,10,Champions,Needs Nurturing
J0397-DR-L,41,4,3996.0,1,2,3,123,6,At Risk,Churn Likely
J0397-DR-M,44,5,4995.0,1,2,3,123,6,At Risk,Churn Likely
J0397-DR-S,27,4,2997.0,2,2,2,222,6,Others,Needs Nurturing
J0397-DR-XL,5,8,7944.43,3,3,3,333,9,Champions,Needs Nurturing
J0397-DR-XS,9,4,3876.0,3,2,3,323,8,Others,Needs Nurturing
J0397-DR-XXL,1,6,5934.0,4,2,3,423,9,Champions,Needs Nurturing
J0397-DR-XXXL,4,19,19553.43,4,4,4,444,12,Champions,Needs Nurturing
J0398-DR-L,9,3,2549.0,3,1,2,312,6,Others,Needs Nurturing
J0398-DR-M,12,6,5204.0,3,2,3,323,8,Others,Needs Nurturing
J0398-DR-S,16,3,2655.0,2,1,2,212,5,Others,Needs Nurturing
J0398-DR-XL,1,4,3434.0,4,2,2,422,8,Loyal,Retained
J0398-DR-XS,30,2,1770.0,2,1,2,212,5,Others,Needs Nurturing
J0398-DR-XXL,6,12,10805.0,3,3,3,333,9,Champions,Needs Nurturing
J0399-DR-L,11,25,20196.33,3,4,4,344,11,Champions,Needs Nurturing
J0399-DR-M,42,11,8560.0,1,3,3,133,7,At Risk,Churn Likely
J0399-DR-S,5,18,14865.33,3,4,4,344,11,Champions,Needs Nurturing
J0399-DR-XL,2,30,24214.33,4,4,4,444,12,Champions,Needs Nurturing
J0399-DR-XS,22,17,13429.58,2,3,4,234,9,Champions,Needs Nurturing
J0399-DR-XXL,1,27,19913.68,4,4,4,444,12,Champions,Needs Nurturing
J0399-DR-XXXL,5,15,12340.0,3,3,4,334,10,Champions,Needs Nurturing
J0400-DR-L,4,18,15643.0,4,4,4,444,12,Champions,Needs Nurturing
J0400-DR-M,9,12,9345.0,3,3,3,333,9,Champions,Needs Nurturing
J0400-DR-S,28,8,6831.1,2,3,3,233,8,Others,Needs Nurturing
J0400-DR-XL,14,7,6298.0,2,2,3,223,7,Others,Needs Nurturing
J0400-DR-XS,8,8,6820.0,3,3,3,333,9,Champions,Needs Nurturing
J0400-DR-XXL,19,3,2914.0,2,1,2,212,5,Others,Needs Nurturing
J0400-DR-XXXL,5,9,8353.0,3,3,3,333,9,Champions,Needs Nurturing
J0401-DR-L,17,19,16907.72,2,4,4,244,10,Champions,Needs Nurturing
J0401-DR-M,42,11,10380.86,1,3,3,133,7,At Risk,Churn Likely
J0401-DR-S,17,49,42634.16,2,4,4,244,10,Champions,Needs Nurturing
J0401-DR-XL,4,35,31271.72,4,4,4,444,12,Champions,Needs Nurturing
J0401-DR-XS,8,18,14535.72,3,4,4,344,11,Champions,Needs Nurturing
J0401-DR-XXL,3,36,33162.0,4,4,4,444,12,Champions,Needs Nurturing
J0401-DR-XXXL,13,17,15063.0,2,3,4,234,9,Champions,Needs Nurturing
J0402-DR-L,4,13,9366.0,4,3,3,433,10,Champions,Needs Nurturing
J0402-DR-M,13,7,5090.0,2,2,3,223,7,Others,Needs Nurturing
J0402-DR-S,1,9,6382.0,4,3,3,433,10,Champions,Needs Nurturing
J0402-DR-XL,2,10,6975.0,4,3,3,433,10,Champions,Needs Nurturing
J0402-DR-XS,7,7,4244.0,3,2,3,323,8,Others,Needs Nurturing
J0402-DR-XXL,2,12,9830.0,4,3,3,433,10,Champions,Needs Nurturing
J0413-DR-L,4,24,18421.0,4,4,4,444,12,Champions,Needs Nurturing
J0413-DR-M,1,23,17392.0,4,4,4,444,12,Champions,Needs Nurturing
J0413-DR-S,2,18,12509.0,4,4,4,444,12,Champions,Needs Nurturing
J0413-DR-XL,2,15,11752.0,4,3,4,434,11,Champions,Needs Nurturing
J0413-DR-XS,2,18,13543.0,4,4,4,444,12,Champions,Needs Nurturing
J0413-DR-XXL,2,11,8683.0,4,3,3,433,10,Champions,Needs Nurturing
J0413-DR-XXXL,56,1,885.0,1,1,1,111,3,At Risk,Churn Likely
J0414-DR-L,48,5,3884.0,1,2,3,123,6,At Risk,Churn Likely
J0414-DR-M,62,8,7080.0,1,3,3,133,7,At Risk,Churn Likely
J0414-DR-S,2,5,4708.0,4,2,3,423,9,Champions,Needs Nurturing
J0414-DR-XL,22,7,6435.860000000001,2,2,3,223,7,Others,Needs Nurturing
J0414-DR-XS,34,4,3540.0,1,2,2,122,5,At Risk,Churn Likely
J0414-DR-XXL,33,6,5611.860000000001,1,2,3,123,6,At Risk,Churn Likely
J0414-DR-XXXL,49,10,8850.0,1,3,3,133,7,At Risk,Churn Likely
J0415-DR-L,26,9,8325.0,2,3,3,233,8,Others,Needs Nurturing
J0415-DR-M,22,12,10948.82,2,3,4,234,9,Champions,Needs Nurturing
J0415-DR-S,31,10,9200.380000000001,2,3,3,233,8,Others,Needs Nurturing
J0415-DR-XL,12,7,6185.0,3,2,3,323,8,Others,Needs Nurturing
J0415-DR-XS,7,6,5340.0,3,2,3,323,8,Others,Needs Nurturing
J0415-DR-XXL,3,17,16957.0,4,3,4,434,11,Champions,Needs Nurturing
J0415-DR-XXXL,20,13,13127.0,2,3,4,234,9,Champions,Needs Nurturing
J0416-DR-L,7,18,15777.0,3,4,4,344,11,Champions,Needs Nurturing
J0416-DR-M,23,8,6883.71,2,3,3,233,8,Others,Needs Nurturing
J0416-DR-S,16,15,12286.72,2,3,4,234,9,Champions,Needs Nurturing
J0416-DR-XL,5,16,13053.0,3,3,4,334,10,Champions,Needs Nurturing
J0416-DR-XS,8,8,6404.0,3,3,3,333,9,Champions,Needs Nurturing
J0416-DR-XXL,9,17,14438.04,3,3,4,334,10,Champions,Needs Nurturing
J0417-TP-M,18,2,1582.0,2,1,2,212,5,Others,Needs Nurturing
J0417-TP-S,6,3,1890.0,3,1,2,312,6,Others,Needs Nurturing
J0417-TP-XL,39,2,1582.0,1,1,2,112,4,At Risk,Churn Likely
J0417-TP-XS,16,1,791.0,2,1,1,211,4,Others,Needs Nurturing
J0418-TP-L,8,5,3565.0,3,2,2,322,7,Others,Needs Nurturing
J0418-TP-M,8,4,2906.0,3,2,2,322,7,Others,Needs Nurturing
J0418-TP-S,6,7,5117.33,3,2,3,323,8,Others,Needs Nurturing
J0418-TP-XL,3,3,2202.0,4,1,2,412,7,Loyal,Retained
J0418-TP-XS,3,10,7735.0,4,3,3,433,10,Champions,Needs Nurturing
J0418-TP-XXL,11,3,2492.0,3,1,2,312,6,Others,Needs Nurturing
J0419-TP-L,8,6,4605.0,3,2,3,323,8,Others,Needs Nurturing
J0419-TP-M,4,4,3472.0,4,2,2,422,8,Loyal,Retained
J0419-TP-S,6,5,3861.0,3,2,3,323,8,Others,Needs Nurturing
J0419-TP-XL,14,2,1890.0,2,1,2,212,5,Others,Needs Nurturing
J0419-TP-XS,5,3,2373.0,3,1,2,312,6,Others,Needs Nurturing
J0419-TP-XXL,19,2,1890.0,2,1,2,212,5,Others,Needs Nurturing
J0419-TP-XXXL,6,1,791.0,3,1,1,311,5,Others,Needs Nurturing
J0420-TP-L,9,1,704.0,3,1,1,311,5,Others,Needs Nurturing
J0420-TP-M,4,2,1498.0,4,1,2,412,7,Loyal,Retained
J0420-TP-S,5,2,1498.0,3,1,2,312,6,Others,Needs Nurturing
J0429-DR-M,8,1,807.0,3,1,1,311,5,Others,Needs Nurturing
J0429-DR-S,4,1,859.0,4,1,1,411,6,Loyal,Retained
J0429-DR-XL,5,1,859.0,3,1,1,311,5,Others,Needs Nurturing
J0429-DR-XS,4,2,1718.0,4,1,2,412,7,Loyal,Retained
J0429-DR-XXL,3,1,859.0,4,1,1,411,6,Loyal,Retained
J0429-DR-XXXL,3,2,1718.0,4,1,2,412,7,Loyal,Retained
J0431-DR-L,2,6,5394.0,4,2,3,423,9,Champions,Needs Nurturing
J0431-DR-M,2,4,3596.0,4,2,2,422,8,Loyal,Retained
J0431-DR-S,1,6,5340.0,4,2,3,423,9,Champions,Needs Nurturing
J0431-DR-XL,13,1,899.0,2,1,1,211,4,Others,Needs Nurturing
J0431-DR-XS,5,2,1798.0,3,1,2,312,6,Others,Needs Nurturing
J0431-DR-XXL,3,1,899.0,4,1,1,411,6,Loyal,Retained
J0431-DR-XXXL,4,2,1798.0,4,1,2,412,7,Loyal,Retained
J0434-DR-L,4,7,5063.0,4,2,3,423,9,Champions,Needs Nurturing
J0434-DR-S,9,1,704.0,3,1,1,311,5,Others,Needs Nurturing
J0434-DR-XL,5,2,1453.0,3,1,2,312,6,Others,Needs Nurturing
J0434-DR-XXL,5,4,2906.0,3,2,2,322,7,Others,Needs Nurturing
J0434-DR-XXXL,2,4,2951.0,4,2,2,422,8,Loyal,Retained
JNE0722-K,59,2,1638.0,1,1,2,112,4,At Risk,Churn Likely
JNE0850-N,75,2,1638.0,1,1,2,112,4,At Risk,Churn Likely
JNE09186-BLUE-SR-JP7104RMV,75,1,819.0,1,1,1,111,3,At Risk,Churn Likely
JNE09186-BLUE-SR-JP7104RMV-K,71,1,819.0,1,1,1,111,3,At Risk,Churn Likely
JNE09186-BLUE-SR-JP7104RMV-N,49,2,1718.0,1,1,2,112,4,At Risk,Churn Likely
JNE09187-PINK-SR-JP7104RNV,88,1,819.0,1,1,1,111,3,At Risk,Churn Likely
JNE09209-MULTI-SR-JP8101RMV,75,2,1638.0,1,1,2,112,4,At Risk,Churn Likely
JNE09209-MULTI-SR-JP8101RMV-K,26,1,1248.0,2,1,1,211,4,Others,Needs Nurturing
JNE09210-PINK-SR-JP8101RNV,2,6,5154.0,4,2,3,423,9,Champions,Needs Nurturing
JNE09210-PINK-SR-JP8101RNV-K,25,1,1248.0,2,1,1,211,4,Others,Needs Nurturing
JNE1000-NAVY-SR-JB6102RMV-K,52,4,3595.0,1,2,2,122,5,At Risk,Churn Likely
JNE1233-BLUE-KR-031-L,20,10,3730.2,2,3,2,232,7,Others,Needs Nurturing
JNE1233-BLUE-KR-031-M,7,10,3772.0,3,3,2,332,8,Others,Needs Nurturing
JNE1233-BLUE-KR-031-S,4,9,3420.0,4,3,2,432,9,Champions,Needs Nurturing
JNE1233-BLUE-KR-031-XL,1,27,10629.91,4,4,3,443,11,Champions,Needs Nurturing
JNE1233-BLUE-KR-031-XS,7,8,3008.0,3,3,2,332,8,Others,Needs Nurturing
JNE1233-BLUE-KR-031-XXL,15,26,9821.1,2,4,3,243,9,Champions,Needs Nurturing
JNE1233-BLUE-KR-031-XXXL,4,15,6040.0,4,3,3,433,10,Champions,Needs Nurturing
JNE1234-MULTI-KR-032-L,1,10,2968.0,4,3,2,432,9,Champions,Needs Nurturing
JNE1234-MULTI-KR-032-M,7,15,4111.85,3,3,3,333,9,Champions,Needs Nurturing
JNE1234-MULTI-KR-032-S,6,12,3547.62,3,3,2,332,8,Others,Needs Nurturing
JNE1234-MULTI-KR-032-XL,14,19,5630.9,2,4,3,243,9,Champions,Needs Nurturing
JNE1234-MULTI-KR-032-XS,60,4,1165.95,1,2,1,121,4,At Risk,Churn Likely
JNE1234-MULTI-KR-032-XXL,16,7,2080.38,2,2,2,222,6,Others,Needs Nurturing
JNE1234-MULTI-KR-032-XXXL,3,7,2083.0,4,2,2,422,8,Loyal,Retained
JNE1407-BLACK-KR-UDF18-XL,61,1,390.0,1,1,1,111,3,At Risk,Churn Likely
JNE1408-GREY-KR-UDF19-L,5,9,2865.0,3,3,2,332,8,Others,Needs Nurturing
JNE1408-GREY-KR-UDF19-M,1,6,1881.0,4,2,2,422,8,Loyal,Retained
JNE1408-GREY-KR-UDF19-S,9,3,984.0,3,1,1,311,5,Others,Needs Nurturing
JNE1408-GREY-KR-UDF19-XL,7,4,1279.0,3,2,1,321,6,Others,Needs Nurturing
JNE1408-GREY-KR-UDF19-XXL,7,8,2482.0,3,3,2,332,8,Others,Needs Nurturing
JNE1408-GREY-KR-UDF19-XXXL,13,4,1429.0,2,2,2,222,6,Others,Needs Nurturing
JNE1408-KR-UDF19-A-L,46,9,2832.0,1,3,2,132,6,At Risk,Churn Likely
JNE1408-KR-UDF19-A-M,33,9,3177.0,1,3,2,132,6,At Risk,Churn Likely
JNE1408-KR-UDF19-A-S,19,4,1285.0,2,2,1,221,5,Others,Needs Nurturing
JNE1408-KR-UDF19-A-XL,21,8,2603.52,2,3,2,232,7,Others,Needs Nurturing
JNE1408-KR-UDF19-A-XS,13,8,2495.0,2,3,2,232,7,Others,Needs Nurturing
JNE1408-KR-UDF19-A-XXL,52,1,307.0,1,1,1,111,3,At Risk,Churn Likely
JNE1408-KR-UDF19-A-XXXL,24,10,3454.1,2,3,2,232,7,Others,Needs Nurturing
JNE1525-KR-UDF19-A-L,7,11,3351.0,3,3,2,332,8,Others,Needs Nurturing
JNE1525-KR-UDF19-A-M,27,4,1234.0,2,2,1,221,5,Others,Needs Nurturing
JNE1525-KR-UDF19-A-S,8,8,2448.0,3,3,2,332,8,Others,Needs Nurturing
JNE1525-KR-UDF19-A-XL,50,6,1862.0,1,2,2,122,5,At Risk,Churn Likely
JNE1525-KR-UDF19-A-XS,2,5,1510.19,4,2,2,422,8,Loyal,Retained
JNE1525-KR-UDF19-A-XXL,24,3,923.0,2,1,1,211,4,Others,Needs Nurturing
JNE1525-KR-UDF19-A-XXXL,13,3,913.0,2,1,1,211,4,Others,Needs Nurturing
JNE1525-KR-UDF19BLACK-L,3,9,2735.0,4,3,2,432,9,Champions,Needs Nurturing
JNE1525-KR-UDF19BLACK-M,3,27,8243.0,4,4,3,443,11,Champions,Needs Nurturing
JNE1525-KR-UDF19BLACK-S,18,13,4015.0,2,3,3,233,8,Others,Needs Nurturing
JNE1525-KR-UDF19BLACK-XL,13,10,3090.0,2,3,2,232,7,Others,Needs Nurturing
JNE1525-KR-UDF19BLACK-XS,5,9,2749.0,3,3,2,332,8,Others,Needs Nurturing
JNE1525-KR-UDF19BLACK-XXL,2,14,4271.38,4,3,3,433,10,Champions,Needs Nurturing
JNE1525-KR-UDF19BLACK-XXXL,12,9,2739.0,3,3,2,332,8,Others,Needs Nurturing
JNE1906-KR-031-L,21,16,5813.0,2,3,3,233,8,Others,Needs Nurturing
JNE1906-KR-031-M,7,25,9551.0,3,4,3,343,10,Champions,Needs Nurturing
JNE1906-KR-031-S,8,23,8118.0,3,4,3,343,10,Champions,Needs Nurturing
JNE1906-KR-031-XL,8,12,4463.1,3,3,3,333,9,Champions,Needs Nurturing
JNE1906-KR-031-XS,7,9,3339.0,3,3,2,332,8,Others,Needs Nurturing
JNE1906-KR-031-XXL,32,21,7764.0,2,4,3,243,9,Champions,Needs Nurturing
JNE1906-KR-031-XXXL,10,19,7159.0,3,4,3,343,10,Champions,Needs Nurturing
JNE1951-KR-155-L,3,7,2597.0,4,2,2,422,8,Loyal,Retained
JNE1951-KR-155-M,13,7,2576.0,2,2,2,222,6,Others,Needs Nurturing
JNE1951-KR-155-S,25,4,1472.0,2,2,2,222,6,Others,Needs Nurturing
JNE1951-KR-155-XL,19,9,3336.48,2,3,2,232,7,Others,Needs Nurturing
JNE1951-KR-155-XS,65,4,1469.0,1,2,2,122,5,At Risk,Churn Likely
JNE1951-KR-155-XXL,7,17,6340.48,3,3,3,333,9,Champions,Needs Nurturing
JNE1951-KR-155-XXXL,21,6,2968.48,2,2,2,222,6,Others,Needs Nurturing
JNE1975-KR-309-S,69,1,229.0,1,1,1,111,3,At Risk,Churn Likely
JNE1975-KR-309-XS,67,2,458.0,1,1,1,111,3,At Risk,Churn Likely
JNE1975-KR-309-XXL,69,3,687.0,1,1,1,111,3,At Risk,Churn Likely
JNE1977-KR-237-L,5,14,3920.0,3,3,3,333,9,Champions,Needs Nurturing
JNE1977-KR-237-M,10,14,3748.67,3,3,2,332,8,Others,Needs Nurturing
JNE1977-KR-237-S,8,5,1463.0,3,2,2,322,7,Others,Needs Nurturing
JNE1977-KR-237-XL,2,7,1830.34,4,2,2,422,8,Loyal,Retained
JNE1977-KR-237-XS,8,12,3632.34,3,3,2,332,8,Others,Needs Nurturing
JNE1977-KR-237-XXL,7,19,5512.67,3,4,3,343,10,Champions,Needs Nurturing
JNE1977-KR-237-XXXL,42,3,819.0,1,1,1,111,3,At Risk,Churn Likely
JNE1998-KR-311-L,44,5,1466.95,1,2,2,122,5,At Risk,Churn Likely
JNE1998-KR-311-M,4,11,3269.0,4,3,2,432,9,Champions,Needs Nurturing
JNE1998-KR-311-S,61,5,1460.95,1,2,2,122,5,At Risk,Churn Likely
JNE1998-KR-311-XL,1,17,5093.0,4,3,3,433,10,Champions,Needs Nurturing
JNE1998-KR-311-XS,68,4,1180.0,1,2,1,121,4,At Risk,Churn Likely
JNE1998-KR-311-XXL,4,18,5335.9,4,4,3,443,11,Champions,Needs Nurturing
JNE2006-KR-158-S,7,1,501.0,3,1,1,311,5,Others,Needs Nurturing
JNE2009-KR-310-L,2,4,1177.67,4,2,1,421,7,Loyal,Retained
JNE2009-KR-310-M,12,8,2384.0,3,3,2,332,8,Others,Needs Nurturing
JNE2009-KR-310-S,6,5,1213.0,3,2,1,321,6,Others,Needs Nurturing
JNE2009-KR-310-XL,30,7,2074.67,2,2,2,222,6,Others,Needs Nurturing
JNE2009-KR-310-XS,10,5,1499.0,3,2,2,322,7,Others,Needs Nurturing
JNE2009-KR-310-XXL,80,4,1216.0,1,2,1,121,4,At Risk,Churn Likely
JNE2014-KR-178-L,6,78,27085.96,3,4,4,344,11,Champions,Needs Nurturing
JNE2014-KR-178-M,2,83,29319.9,4,4,4,444,12,Champions,Needs Nurturing
JNE2014-KR-178-S,1,31,10979.0,4,4,4,444,12,Champions,Needs Nurturing
JNE2014-KR-178-XL,5,108,37274.04,3,4,4,344,11,Champions,Needs Nurturing
JNE2014-KR-178-XS,2,17,6031.0,4,3,3,433,10,Champions,Needs Nurturing
JNE2014-KR-178-XXL,3,47,16133.57,4,4,4,444,12,Champions,Needs Nurturing
JNE2014-KR-178-XXXL,7,52,18273.38,3,4,4,344,11,Champions,Needs Nurturing
JNE2032-KR-205-L,8,12,3675.38,3,3,2,332,8,Others,Needs Nurturing
JNE2032-KR-205-M,12,9,2784.0,3,3,2,332,8,Others,Needs Nurturing
JNE2032-KR-205-S,3,7,2152.0,4,2,2,422,8,Loyal,Retained
JNE2032-KR-205-XL,18,12,3717.0,2,3,2,232,7,Others,Needs Nurturing
JNE2032-KR-205-XS,1,5,1520.0,4,2,2,422,8,Loyal,Retained
JNE2032-KR-205-XXL,10,16,4635.0,3,3,3,333,9,Champions,Needs Nurturing
JNE2032-KR-205-XXXL,2,19,5556.58,4,4,3,443,11,Champions,Needs Nurturing
JNE2049-KR-351-L,3,7,3045.0,4,2,2,422,8,Loyal,Retained
JNE2049-KR-351-M,3,8,3492.0,4,3,2,432,9,Champions,Needs Nurturing
JNE2049-KR-351-S,4,9,3691.0,4,3,2,432,9,Champions,Needs Nurturing
JNE2049-KR-351-XL,13,12,4986.48,2,3,3,233,8,Others,Needs Nurturing
JNE2049-KR-351-XS,2,14,5391.0,4,3,3,433,10,Champions,Needs Nurturing
JNE2049-KR-351-XXL,5,7,2953.0,3,2,2,322,7,Others,Needs Nurturing
JNE2049-KR-351-XXXL1,3,17,7547.0,4,3,3,433,10,Champions,Needs Nurturing
JNE2086-KR-389-L,2,20,13512.71,4,4,4,444,12,Champions,Needs Nurturing
JNE2086-KR-389-M,13,15,12482.14,2,3,4,234,9,Champions,Needs Nurturing
JNE2086-KR-389-S,53,2,1321.0,1,1,1,111,3,At Risk,Churn Likely
JNE2086-KR-389-XL,1,1,699.0,4,1,1,411,6,Loyal,Retained
JNE2086-KR-389-XS,26,2,1370.0,2,1,1,211,4,Others,Needs Nurturing
JNE2086-KR-389-XXXL,2,3,2020.0,4,1,2,412,7,Loyal,Retained
JNE2100-KR-144-L,14,25,9132.0,2,4,3,243,9,Champions,Needs Nurturing
JNE2100-KR-144-M,22,25,9157.0,2,4,3,243,9,Champions,Needs Nurturing
JNE2100-KR-144-S,7,17,6106.24,3,3,3,333,9,Champions,Needs Nurturing
JNE2100-KR-144-XL,23,22,8049.0,2,4,3,243,9,Champions,Needs Nurturing
JNE2100-KR-144-XS,3,5,1829.0,4,2,2,422,8,Loyal,Retained
JNE2100-KR-144-XXL,15,21,7422.0,2,4,3,243,9,Champions,Needs Nurturing
JNE2100-KR-144-XXXL,5,9,3396.0,3,3,2,332,8,Others,Needs Nurturing
JNE2101-KR-210-L,87,1,277.0,1,1,1,111,3,At Risk,Churn Likely
JNE2101-KR-210-S,6,4,1183.0,3,2,1,321,6,Others,Needs Nurturing
JNE2101-KR-210-XL,76,3,840.0,1,1,1,111,3,At Risk,Churn Likely
JNE2113-KR-381-L,17,2,974.24,2,1,1,211,4,Others,Needs Nurturing
JNE2113-KR-381-M,37,3,1516.24,1,1,2,112,4,At Risk,Churn Likely
JNE2113-KR-381-S,21,4,1996.0,2,2,2,222,6,Others,Needs Nurturing
JNE2113-KR-381-XL,1,1,542.0,4,1,1,411,6,Loyal,Retained
JNE2113-KR-381-XXL,38,7,3614.0,1,2,2,122,5,At Risk,Churn Likely
JNE2131-KR-A-L,44,2,1528.0,1,1,2,112,4,At Risk,Churn Likely
JNE2131-KR-A-M,20,1,599.0,2,1,1,211,4,Others,Needs Nurturing
JNE2131-KR-A-S,31,1,599.0,2,1,1,211,4,Others,Needs Nurturing
JNE2131-KR-A-XL,18,1,599.0,2,1,1,211,4,Others,Needs Nurturing
JNE2131-KR-A-XXL,54,1,563.0,1,1,1,111,3,At Risk,Churn Likely
JNE2131-KR-A-XXXL,18,2,1198.0,2,1,1,211,4,Others,Needs Nurturing
JNE2132-KR-398-L,1,1,566.0,4,1,1,411,6,Loyal,Retained
JNE2132-KR-398-M,37,2,1085.0,1,1,1,111,3,At Risk,Churn Likely
JNE2132-KR-398-S,8,2,1048.0,3,1,1,311,5,Others,Needs Nurturing
JNE2132-KR-398-XL,88,1,519.0,1,1,1,111,3,At Risk,Churn Likely
JNE2132-KR-398-XS,15,2,1048.0,2,1,1,211,4,Others,Needs Nurturing
JNE2132-KR-398-XXL,2,6,3201.05,4,2,2,422,8,Loyal,Retained
JNE2132-KR-398-XXXL,33,4,2180.0,1,2,2,122,5,At Risk,Churn Likely
JNE2145-KR-A-XL,15,1,391.0,2,1,1,211,4,Others,Needs Nurturing
JNE2145-KR-A-XXXL,3,1,391.0,4,1,1,411,6,Loyal,Retained
JNE2153-KR-278-A-M,14,17,7740.8099999999995,2,3,3,233,8,Others,Needs Nurturing
JNE2153-KR-278-A-S,11,20,8045.81,3,4,3,343,10,Champions,Needs Nurturing
JNE2153-KR-278-A-XL,26,9,3871.81,2,3,3,233,8,Others,Needs Nurturing
JNE2153-KR-278-A-XS,19,4,1696.0,2,2,2,222,6,Others,Needs Nurturing
JNE2153-KR-278-A-XXL,20,16,5543.4,2,3,3,233,8,Others,Needs Nurturing
JNE2153-KR-278-A-XXXL,21,13,5588.0,2,3,3,233,8,Others,Needs Nurturing
JNE2170-KR-436-L,60,3,1554.0,1,1,2,112,4,At Risk,Churn Likely
JNE2170-KR-436-M,68,2,1036.0,1,1,1,111,3,At Risk,Churn Likely
JNE2170-KR-436-S,41,4,2090.0,1,2,2,122,5,At Risk,Churn Likely
JNE2170-KR-436-XL,52,5,2684.0,1,2,2,122,5,At Risk,Churn Likely
JNE2170-KR-436-XS,55,2,1130.0,1,1,1,111,3,At Risk,Churn Likely
JNE2170-KR-436-XXL,56,3,1554.0,1,1,2,112,4,At Risk,Churn Likely
JNE2170-KR-436-XXXL,68,2,1036.0,1,1,1,111,3,At Risk,Churn Likely
JNE2171-KR-437-L,1,24,11530.81,4,4,4,444,12,Champions,Needs Nurturing
JNE2171-KR-437-M,1,57,30013.86,4,4,4,444,12,Champions,Needs Nurturing
JNE2171-KR-437-S,3,24,12128.0,4,4,4,444,12,Champions,Needs Nurturing
JNE2171-KR-437-XL,2,67,33717.15,4,4,4,444,12,Champions,Needs Nurturing
JNE2171-KR-437-XS,14,7,3626.0,2,2,2,222,6,Others,Needs Nurturing
JNE2171-KR-437-XXL,4,10,5036.43,4,3,3,433,10,Champions,Needs Nurturing
JNE2171-KR-437-XXXL,70,8,3890.43,1,3,3,133,7,At Risk,Churn Likely
JNE2199-KR-411-A-L,26,30,10443.19,2,4,3,243,9,Champions,Needs Nurturing
JNE2199-KR-411-A-M,11,17,6085.57,3,3,3,333,9,Champions,Needs Nurturing
JNE2199-KR-411-A-S,14,4,1412.0,2,2,2,222,6,Others,Needs Nurturing
JNE2199-KR-411-A-XL,6,37,13296.0,3,4,4,344,11,Champions,Needs Nurturing
JNE2199-KR-411-A-XS,8,5,1765.0,3,2,2,322,7,Others,Needs Nurturing
JNE2199-KR-411-A-XXL,7,31,10923.66,3,4,4,344,11,Champions,Needs Nurturing
JNE2199-KR-411-A-XXXL,5,21,7425.0,3,4,3,343,10,Champions,Needs Nurturing
JNE2205-KR-467-A-L,28,8,2821.0,2,3,2,232,7,Others,Needs Nurturing
JNE2205-KR-467-A-M,14,17,5483.05,2,3,3,233,8,Others,Needs Nurturing
JNE2205-KR-467-A-S,35,8,2688.0,1,3,2,132,6,At Risk,Churn Likely
JNE2205-KR-467-A-XL,3,9,3069.0,4,3,2,432,9,Champions,Needs Nurturing
JNE2205-KR-467-A-XS,65,2,658.0,1,1,1,111,3,At Risk,Churn Likely
JNE2205-KR-467-A-XXL,20,9,3056.05,2,3,2,232,7,Others,Needs Nurturing
JNE2205-KR-467-A-XXXL,44,8,2821.0,1,3,2,132,6,At Risk,Churn Likely
JNE2209-KR-498-A-XL,69,1,499.0,1,1,1,111,3,At Risk,Churn Likely
JNE2251-KR-537-C-L,89,1,425.0,1,1,1,111,3,At Risk,Churn Likely
JNE2251-KR-537-C-S,11,3,1197.0,3,1,1,311,5,Others,Needs Nurturing
JNE2251-KR-537-C-XL,28,1,399.0,2,1,1,211,4,Others,Needs Nurturing
JNE2251-KR-537-C-XS,13,1,399.0,2,1,1,211,4,Others,Needs Nurturing
JNE2251-KR-537-C-XXL,81,4,1712.0,1,2,2,122,5,At Risk,Churn Likely
JNE2251-KR-537-C-XXXL,43,1,399.0,1,1,1,111,3,At Risk,Churn Likely
JNE2251-KR-537-L,62,1,429.0,1,1,1,111,3,At Risk,Churn Likely
JNE2251-KR-537-M,9,3,1245.0,3,1,1,311,5,Others,Needs Nurturing
JNE2251-KR-537-XL,74,2,858.0,1,1,1,111,3,At Risk,Churn Likely
JNE2251-KR-537-XS,70,2,858.0,1,1,1,111,3,At Risk,Churn Likely
JNE2251-KR-537-XXL,23,5,2025.0,2,2,2,222,6,Others,Needs Nurturing
JNE2251-KR-537-XXXL,15,2,798.0,2,1,1,211,4,Others,Needs Nurturing
