sku,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment,Churn_Status
AN201-RED-M,60,2,458.0,1,1,1,111,3,At Risk,Churn Likely
AN201-RED-XL,4,2,602.0,4,1,1,411,6,Loyal,Retained
AN201-RED-XXL,58,1,229.0,1,1,1,111,3,At Risk,Churn Likely
AN202-ORANGE-M,41,2,530.0,1,1,1,111,3,At Risk,Churn Likely
AN202-ORANGE-S,38,4,1141.0,1,2,1,121,4,At Risk,Churn Likely
AN202-ORANGE-XXL,71,1,229.0,1,1,1,111,3,At Risk,Churn Likely
AN203-MAROON-XXL,41,1,301.0,1,1,1,111,3,At Risk,Churn Likely
AN204-PURPLE-L,4,5,1569.3400000000001,4,2,2,422,8,Loyal,Retained
AN204-PURPLE-M,3,1,322.0,4,1,1,411,6,Loyal,Retained
AN204-PURPLE-S,14,1,322.0,2,1,1,211,4,Others,Needs Nurturing
AN204-PURPLE-XL,46,1,306.67,1,1,1,111,3,At Risk,Churn Likely
AN204-PURPLE-XXL,3,2,644.0,4,1,1,411,6,Loyal,Retained
AN205-YELLOW-S,86,3,723.0,1,1,1,111,3,At Risk,Churn Likely
AN205-YELLOW-XL,4,3,903.0,4,1,1,411,6,Loyal,Retained
AN205-YELLOW-XXL,7,1,301.0,3,1,1,311,5,Others,Needs Nurturing
AN206-GREEN-M,84,1,249.0,1,1,1,111,3,At Risk,Churn Likely
AN206-GREEN-S,2,1,301.0,4,1,1,411,6,Loyal,Retained
AN206-GREEN-XL,4,1,301.0,4,1,1,411,6,Loyal,Retained
AN207-PINK-L,38,1,322.0,1,1,1,111,3,At Risk,Churn Likely
AN207-PINK-S,17,1,322.0,2,1,1,211,4,Others,Needs Nurturing
AN207-PINK-XXL,41,1,322.0,1,1,1,111,3,At Risk,Churn Likely
AN208-MUSTARD-L,40,1,301.0,1,1,1,111,3,At Risk,Churn Likely
AN208-MUSTARD-M,82,1,229.0,1,1,1,111,3,At Risk,Churn Likely
AN208-MUSTARD-S,75,1,229.0,1,1,1,111,3,At Risk,Churn Likely
AN208-MUSTARD-XL,14,2,530.0,2,1,1,211,4,Others,Needs Nurturing
AN208-MUSTARD-XXL,37,4,1058.1,1,2,1,121,4,At Risk,Churn Likely
AN209-BIEGE-XL,11,5,1373.0,3,2,1,321,6,Others,Needs Nurturing
AN209-BIEGE-XXL,59,1,229.0,1,1,1,111,3,At Risk,Churn Likely
AN210-NAVY-M,32,1,286.67,2,1,1,211,4,Others,Needs Nurturing
AN210-NAVY-XL,6,1,301.0,3,1,1,311,5,Others,Needs Nurturing
AN211-BLACK-L,22,5,1806.0,2,2,2,222,6,Others,Needs Nurturing
AN211-BLACK-S,7,3,903.0,3,1,1,311,5,Others,Needs Nurturing
AN211-BLACK-XL,18,1,301.0,2,1,1,211,4,Others,Needs Nurturing
AN211-BLACK-XXL,11,3,1204.0,3,1,1,311,5,Others,Needs Nurturing
AN212-WHITE-L,5,1,322.0,3,1,1,311,5,Others,Needs Nurturing
AN212-WHITE-M,12,1,312.0,3,1,1,311,5,Others,Needs Nurturing
AN212-WHITE-S,10,1,312.0,3,1,1,311,5,Others,Needs Nurturing
AN212-WHITE-XL,4,2,644.0,4,1,1,411,6,Loyal,Retained
AN212-WHITE-XXL,3,1,322.0,4,1,1,411,6,Loyal,Retained
AN213-BROWN-L,31,5,1490.67,2,2,2,222,6,Others,Needs Nurturing
AN213-BROWN-M,32,2,587.6700000000001,2,1,1,211,4,Others,Needs Nurturing
AN213-BROWN-S,6,8,2264.0,3,3,2,332,8,Others,Needs Nurturing
AN213-BROWN-XL,36,1,301.0,1,1,1,111,3,At Risk,Churn Likely
BL001-50PINK,61,1,419.0,1,1,1,111,3,At Risk,Churn Likely
BL003-50BLACK,61,2,838.0,1,1,1,111,3,At Risk,Churn Likely
BL003-50BLACK-B,73,7,2906.05,1,2,2,122,5,At Risk,Churn Likely
BL004-50CHIKU-B,69,1,419.0,1,1,1,111,3,At Risk,Churn Likely
BL006-54BLACK,2,7,2687.76,4,2,2,422,8,Loyal,Retained
BL006-54BLACK-B,67,1,383.0,1,1,1,111,3,At Risk,Churn Likely
BL007-61PINK-B,75,3,1017.0,1,1,1,111,3,At Risk,Churn Likely
BL008-61RED-B,78,2,678.0,1,1,1,111,3,At Risk,Churn Likely
BL009-61BLACK,52,3,1705.0,1,1,2,112,4,At Risk,Churn Likely
BL009-61BLACK-B,20,16,5587.86,2,3,3,233,8,Others,Needs Nurturing
BL010-61CHIKU-B,20,2,838.0,2,1,1,211,4,Others,Needs Nurturing
BL011-62PINK-B,59,1,372.0,1,1,1,111,3,At Risk,Churn Likely
BL013-62BLACK,35,11,4122.0,1,3,3,133,7,At Risk,Churn Likely
BL015-63PINK,84,2,758.0,1,1,1,111,3,At Risk,Churn Likely
BL016-63RED-B,49,1,385.0,1,1,1,111,3,At Risk,Churn Likely
BL017-63BLACK,74,1,379.0,1,1,1,111,3,At Risk,Churn Likely
BL017-63BLACK-B,76,1,379.0,1,1,1,111,3,At Risk,Churn Likely
BL019-71PINK,29,2,837.0,2,1,1,211,4,Others,Needs Nurturing
BL019-71PINK-B,30,3,1236.1,2,1,1,211,4,Others,Needs Nurturing
BL020-71RED-B,78,1,419.0,1,1,1,111,3,At Risk,Churn Likely
BL021-71BLACK,15,39,16745.0,2,4,4,244,10,Champions,Needs Nurturing
BL021-71BLACK-B,61,3,1237.05,1,1,1,111,3,At Risk,Churn Likely
BL022-71BEIGE,28,4,2094.0,2,2,2,222,6,Others,Needs Nurturing
BL023-74PINK-B,90,1,383.0,1,1,1,111,3,At Risk,Churn Likely
BL024-74RED,67,1,383.0,1,1,1,111,3,At Risk,Churn Likely
BL024-74RED-B,36,2,771.0,1,1,1,111,3,At Risk,Churn Likely
BL025-74BLACK,27,1,388.0,2,1,1,211,4,Others,Needs Nurturing
BL025-74BLACK-B,46,5,1920.0,1,2,2,122,5,At Risk,Churn Likely
BL026-74BEIGE,68,1,383.0,1,1,1,111,3,At Risk,Churn Likely
BL026-74BEIGE-B,60,2,766.0,1,1,1,111,3,At Risk,Churn Likely
BL029-78BLACK,74,2,818.05,1,1,1,111,3,At Risk,Churn Likely
BL029-78BLACK-B,73,4,1676.0,1,2,2,122,5,At Risk,Churn Likely
BL035-161GOLD,2,18,7505.0,4,4,3,443,11,Champions,Needs Nurturing
BL036-176GOLD,8,11,4561.2,3,3,3,333,9,Champions,Needs Nurturing
BL041-65RED-A,36,6,2299.76,1,2,2,122,5,At Risk,Churn Likely
BL050-83RED-A,87,1,379.0,1,1,1,111,3,At Risk,Churn Likely
BL053-153GOLD-A,13,2,764.0,2,1,1,211,4,Others,Needs Nurturing
BL055-164GOLD-A,58,2,758.0,1,1,1,111,3,At Risk,Churn Likely
BL056-185GOLD,76,1,383.0,1,1,1,111,3,At Risk,Churn Likely
BL057-65BLACK-A,4,18,7186.18,4,4,3,443,11,Champions,Needs Nurturing
BL060-75RED,74,1,419.0,1,1,1,111,3,At Risk,Churn Likely
BL073-85BLACK,71,1,429.0,1,1,1,111,3,At Risk,Churn Likely
BL074-85RED,73,1,429.0,1,1,1,111,3,At Risk,Churn Likely
BL075-85CHIKU,41,1,436.0,1,1,1,111,3,At Risk,Churn Likely
BL079-87RED,16,2,865.0,2,1,1,211,4,Others,Needs Nurturing
BL085-S,18,1,460.0,2,1,1,211,4,Others,Needs Nurturing
BL086-XL,80,1,568.0,1,1,1,111,3,At Risk,Churn Likely
BL086-XXL,80,2,568.0,1,1,1,111,3,At Risk,Churn Likely
BL087-L,26,1,647.0,2,1,1,211,4,Others,Needs Nurturing
BL087-M,17,3,1419.0,2,1,2,212,5,Others,Needs Nurturing
BL087-S,25,1,647.0,2,1,1,211,4,Others,Needs Nurturing
BL087-XS,3,2,920.0,4,1,1,411,6,Loyal,Retained
BL087-XXL,9,2,920.0,3,1,1,311,5,Others,Needs Nurturing
BL089-M,7,1,301.0,3,1,1,311,5,Others,Needs Nurturing
BL089-XS,48,1,301.0,1,1,1,111,3,At Risk,Churn Likely
BL089-XXL,67,1,273.0,1,1,1,111,3,At Risk,Churn Likely
BL090-M,14,3,1419.0,2,1,2,212,5,Others,Needs Nurturing
BL090-S,44,2,499.0,1,1,1,111,3,At Risk,Churn Likely
BL090-XS,40,1,0.0,1,1,1,111,3,At Risk,Churn Likely
BL090-XXL,73,1,460.0,1,1,1,111,3,At Risk,Churn Likely
BL093-M,7,1,301.0,3,1,1,311,5,Others,Needs Nurturing
BL093-S,68,1,273.0,1,1,1,111,3,At Risk,Churn Likely
BL095-M,14,1,460.0,2,1,1,211,4,Others,Needs Nurturing
BL095-XL,59,1,460.0,1,1,1,111,3,At Risk,Churn Likely
BL096-S,81,1,229.0,1,1,1,111,3,At Risk,Churn Likely
BL096-XL,51,1,301.0,1,1,1,111,3,At Risk,Churn Likely
BL098-M,21,1,372.0,2,1,1,211,4,Others,Needs Nurturing
BL098-S,19,5,1576.0,2,2,2,222,6,Others,Needs Nurturing
BL098-XL,32,2,602.0,2,1,1,211,4,Others,Needs Nurturing
BL098-XS,72,1,419.0,1,1,1,111,3,At Risk,Churn Likely
BL098-XXL,5,2,602.0,3,1,1,311,5,Others,Needs Nurturing
BL099-L,47,2,560.0,1,1,1,111,3,At Risk,Churn Likely
BL099-S,60,3,777.0,1,1,1,111,3,At Risk,Churn Likely
BL099-XS,69,1,259.0,1,1,1,111,3,At Risk,Churn Likely
BL100-M,77,1,259.0,1,1,1,111,3,At Risk,Churn Likely
BL100-S,66,3,777.0,1,1,1,111,3,At Risk,Churn Likely
BL100-XL,51,2,560.0,1,1,1,111,3,At Risk,Churn Likely
BL101-M,64,2,498.0,1,1,1,111,3,At Risk,Churn Likely
BL101-S,67,2,498.0,1,1,1,111,3,At Risk,Churn Likely
BL101-XS,69,2,498.0,1,1,1,111,3,At Risk,Churn Likely
BL101-XXL,70,1,249.0,1,1,1,111,3,At Risk,Churn Likely
BL102-L,84,2,518.0,1,1,1,111,3,At Risk,Churn Likely
BL102-M,65,4,1036.0,1,2,1,121,4,At Risk,Churn Likely
BL102-S,66,2,518.0,1,1,1,111,3,At Risk,Churn Likely
BL102-XS,69,1,259.0,1,1,1,111,3,At Risk,Churn Likely
BL103-L,17,5,2417.0,2,2,2,222,6,Others,Needs Nurturing
BL103-M,28,1,499.0,2,1,1,211,4,Others,Needs Nurturing
BL103-S,35,4,1857.1,1,2,2,122,5,At Risk,Churn Likely
BL103-XL,17,9,4779.0,2,3,3,233,8,Others,Needs Nurturing
BL103-XS,70,4,1818.1,1,2,2,122,5,At Risk,Churn Likely
BL103-XXL,16,10,4678.0,2,3,3,233,8,Others,Needs Nurturing
BL104-L,2,12,6045.62,4,3,3,433,10,Champions,Needs Nurturing
BL104-M,18,3,1720.0,2,1,2,212,5,Others,Needs Nurturing
BL104-S,19,6,2994.0,2,2,2,222,6,Others,Needs Nurturing
BL104-XL,44,2,973.3299999999999,1,1,1,111,3,At Risk,Churn Likely
BL104-XS,87,1,493.0,1,1,1,111,3,At Risk,Churn Likely
BL104-XXL,46,4,2008.0,1,2,2,122,5,At Risk,Churn Likely
BL107-M,6,2,642.3299999999999,3,1,1,311,5,Others,Needs Nurturing
BL107-S,41,3,967.0,1,1,1,111,3,At Risk,Churn Likely
BL107-XL,85,1,319.0,1,1,1,111,3,At Risk,Churn Likely
BL107-XS,13,3,959.0,2,1,1,211,4,Others,Needs Nurturing
BL107-XXL,9,1,311.0,3,1,1,311,5,Others,Needs Nurturing
BL109-L,31,8,4125.0,2,3,3,233,8,Others,Needs Nurturing
BL109-M,6,7,3607.0,3,2,2,322,7,Others,Needs Nurturing
BL109-S,55,1,487.0,1,1,1,111,3,At Risk,Churn Likely
BL109-XL,23,2,1247.0,2,1,1,211,4,Others,Needs Nurturing
BL109-XS,34,2,1036.0,1,1,1,111,3,At Risk,Churn Likely
BL109-XXL,9,5,2528.0,3,2,2,322,7,Others,Needs Nurturing
BL110-L,7,13,4380.62,3,3,3,333,9,Champions,Needs Nurturing
BL110-M,47,2,682.0,1,1,1,111,3,At Risk,Churn Likely
BL110-S,12,5,1643.0,3,2,2,322,7,Others,Needs Nurturing
BL110-XL,61,2,658.0,1,1,1,111,3,At Risk,Churn Likely
BL110-XS,81,1,329.0,1,1,1,111,3,At Risk,Churn Likely
BL110-XXL,42,2,646.3299999999999,1,1,1,111,3,At Risk,Churn Likely
BL111-L,19,4,1141.0,2,2,1,221,5,Others,Needs Nurturing
BL111-M,1,3,882.0,4,1,1,411,6,Loyal,Retained
BL111-S,68,3,840.0,1,1,1,111,3,At Risk,Churn Likely
BL111-XL,5,1,301.0,3,1,1,311,5,Others,Needs Nurturing
BL111-XS,11,2,602.0,3,1,1,311,5,Others,Needs Nurturing
BL113-L,9,4,1449.0,3,2,2,322,7,Others,Needs Nurturing
BL113-M,50,2,493.0,1,1,1,111,3,At Risk,Churn Likely
BL113-S,62,4,1479.0,1,2,2,122,5,At Risk,Churn Likely
BL113-XL,14,6,2958.0,2,2,2,222,6,Others,Needs Nurturing
BL113-XS,29,4,1972.0,2,2,2,222,6,Others,Needs Nurturing
BL113-XXL,31,3,1479.0,2,1,2,212,5,Others,Needs Nurturing
BTM002-B-L,70,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM002-B-M,22,5,2801.0,2,2,2,222,6,Others,Needs Nurturing
BTM002-B-XL,72,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM002-B-XXXL,71,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM002-L,74,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM002-S,63,2,1036.0,1,1,1,111,3,At Risk,Churn Likely
BTM002-XL,16,2,1036.0,2,1,1,211,4,Others,Needs Nurturing
BTM002-XXXL,48,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM003-B-L,5,1,0.0,3,1,1,311,5,Others,Needs Nurturing
BTM003-B-XXXL,65,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM003-M,72,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM003-XXXL,17,1,518.0,2,1,1,211,4,Others,Needs Nurturing
BTM004-XXXL,39,1,349.0,1,1,1,111,3,At Risk,Churn Likely
BTM005-B-L,2,1,518.0,4,1,1,411,6,Loyal,Retained
BTM005-L,75,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM005-XXL,2,1,518.0,4,1,1,411,6,Loyal,Retained
BTM005-XXXL,59,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM008-B-L,29,2,1036.0,2,1,1,211,4,Others,Needs Nurturing
BTM008-B-M,6,2,1036.0,3,1,1,311,5,Others,Needs Nurturing
BTM008-B-XXL,19,2,1036.0,2,1,1,211,4,Others,Needs Nurturing
BTM008-L,36,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM008-XL,13,2,1036.0,2,1,1,211,4,Others,Needs Nurturing
BTM008-XXL,36,2,1036.0,1,1,1,111,3,At Risk,Churn Likely
BTM008-XXXL,48,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM021-B-L,70,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM021-B-XS,67,2,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM021-B-XXL,65,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM021-B-XXXL,33,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM026-NP-L,37,2,1036.0,1,1,1,111,3,At Risk,Churn Likely
BTM026-NP-M,62,2,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM026-NP-S,70,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM026-NP-XL,62,2,1036.0,1,1,1,111,3,At Risk,Churn Likely
BTM026-NP-XS,68,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM026-NP-XXL,25,1,729.0,2,1,1,211,4,Others,Needs Nurturing
BTM026-NP-XXXL,2,2,1036.0,4,1,1,411,6,Loyal,Retained
BTM027-NP-L,63,1,493.34,1,1,1,111,3,At Risk,Churn Likely
BTM027-NP-XXL,59,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM027-NP-XXXL,66,3,1554.0,1,1,2,112,4,At Risk,Churn Likely
BTM029-NP-L,9,2,1036.0,3,1,1,311,5,Others,Needs Nurturing
BTM029-NP-M,4,2,1036.0,4,1,1,411,6,Loyal,Retained
BTM029-NP-S,67,3,1554.0,1,1,2,112,4,At Risk,Churn Likely
BTM029-NP-XL,12,4,2047.33,3,2,2,322,7,Others,Needs Nurturing
BTM029-NP-XS,36,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM029-NP-XXL,41,3,1554.0,1,1,2,112,4,At Risk,Churn Likely
BTM029-NP-XXXL,72,2,1036.0,1,1,1,111,3,At Risk,Churn Likely
BTM030-NP-M,63,1,284.0,1,1,1,111,3,At Risk,Churn Likely
BTM030-NP-XL,12,1,301.0,3,1,1,311,5,Others,Needs Nurturing
BTM030-NP-XS,59,5,1420.0,1,2,2,122,5,At Risk,Churn Likely
BTM030-NP-XXL,64,2,554.48,1,1,1,111,3,At Risk,Churn Likely
BTM030-NP-XXXL,5,5,1488.0,3,2,2,322,7,Others,Needs Nurturing
BTM031-NP-L,15,4,2072.0,2,2,2,222,6,Others,Needs Nurturing
BTM031-NP-M,64,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM031-NP-XL,5,5,2590.0,3,2,2,322,7,Others,Needs Nurturing
BTM031-NP-XS,71,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM031-NP-XXL,72,1,518.0,1,1,1,111,3,At Risk,Churn Likely
BTM032-NP-M,42,1,286.67,1,1,1,111,3,At Risk,Churn Likely
BTM032-NP-S,4,8,2442.0,4,3,2,432,9,Champions,Needs Nurturing
BTM032-NP-XS,68,2,594.0,1,1,1,111,3,At Risk,Churn Likely
BTM033-NP-XS,69,1,297.0,1,1,1,111,3,At Risk,Churn Likely
BTM033-NP-XXL,86,1,297.0,1,1,1,111,3,At Risk,Churn Likely
BTM033-NP-XXXL,10,3,899.0,3,1,1,311,5,Others,Needs Nurturing
BTM035-NP-XS,68,2,568.0,1,1,1,111,3,At Risk,Churn Likely
BTM035-NP-XXXL,10,3,903.0,3,1,1,311,5,Others,Needs Nurturing
BTM036-PP-L,29,3,1097.0,2,1,1,211,4,Others,Needs Nurturing
BTM036-PP-M,78,1,360.0,1,1,1,111,3,At Risk,Churn Likely
BTM036-PP-S,81,2,737.0,1,1,1,111,3,At Risk,Churn Likely
BTM036-PP-XL,21,2,786.0,2,1,1,211,4,Others,Needs Nurturing
BTM036-PP-XXL,8,5,1787.0,3,2,2,322,7,Others,Needs Nurturing
BTM036-PP-XXXL,62,4,1422.8600000000001,1,2,2,122,5,At Risk,Churn Likely
BTM037-PP-M,46,1,345.0,1,1,1,111,3,At Risk,Churn Likely
BTM037-PP-S,14,1,345.0,2,1,1,211,4,Others,Needs Nurturing
BTM037-PP-XL,15,3,1050.0,2,1,1,211,4,Others,Needs Nurturing
BTM037-PP-XS,69,1,360.0,1,1,1,111,3,At Risk,Churn Likely
BTM037-PP-XXL,40,1,345.0,1,1,1,111,3,At Risk,Churn Likely
BTM037-PP-XXXL,38,3,1047.8600000000001,1,1,1,111,3,At Risk,Churn Likely
BTM038-PP-L,11,3,1116.0,3,1,1,311,5,Others,Needs Nurturing
BTM038-PP-S,42,8,2989.9,1,3,2,132,6,At Risk,Churn Likely
BTM038-PP-XS,14,1,360.0,2,1,1,211,4,Others,Needs Nurturing
BTM038-PP-XXL,11,2,721.86,3,1,1,311,5,Others,Needs Nurturing
BTM038-PP-XXXL,4,7,2610.05,4,2,2,422,8,Loyal,Retained
BTM039-PP-L,46,5,2142.86,1,2,2,122,5,At Risk,Churn Likely
BTM039-PP-M,8,7,2828.58,3,2,2,322,7,Others,Needs Nurturing
BTM039-PP-S,33,6,2142.86,1,2,2,122,5,At Risk,Churn Likely
BTM039-PP-XL,45,5,2451.44,1,2,2,122,5,At Risk,Churn Likely
BTM039-PP-XS,47,2,1045.72,1,1,1,111,3,At Risk,Churn Likely
BTM039-PP-XXL,81,1,720.0,1,1,1,111,3,At Risk,Churn Likely
BTM039-PP-XXXL,11,8,2862.86,3,3,2,332,8,Others,Needs Nurturing
BTM040-PP-M,8,1,331.0,3,1,1,311,5,Others,Needs Nurturing
BTM040-PP-S,27,2,749.0,2,1,1,211,4,Others,Needs Nurturing
BTM040-PP-XL,32,2,701.0,2,1,1,211,4,Others,Needs Nurturing
BTM040-PP-XS,73,1,345.0,1,1,1,111,3,At Risk,Churn Likely
BTM040-PP-XXL,19,4,1377.0,2,2,1,221,5,Others,Needs Nurturing
BTM040-PP-XXXL,59,3,1035.0,1,1,1,111,3,At Risk,Churn Likely
BTM041-PP-L,6,2,0.0,3,1,1,311,5,Others,Needs Nurturing
BTM041-PP-S,70,1,345.0,1,1,1,111,3,At Risk,Churn Likely
BTM041-PP-XL,1,4,1308.24,4,2,1,421,7,Loyal,Retained
BTM041-PP-XS,82,1,345.0,1,1,1,111,3,At Risk,Churn Likely
BTM041-PP-XXL,82,2,690.0,1,1,1,111,3,At Risk,Churn Likely
BTM041-PP-XXXL,4,4,1352.0,4,2,1,421,7,Loyal,Retained
BTM042-PP-L,44,5,1609.0,1,2,2,122,5,At Risk,Churn Likely
BTM042-PP-M,42,3,963.0,1,1,1,111,3,At Risk,Churn Likely
BTM042-PP-S,53,1,317.0,1,1,1,111,3,At Risk,Churn Likely
BTM042-PP-XL,36,3,674.0,1,1,1,111,3,At Risk,Churn Likely
BTM042-PP-XS,75,2,658.0,1,1,1,111,3,At Risk,Churn Likely
BTM042-PP-XXL,57,1,329.0,1,1,1,111,3,At Risk,Churn Likely
BTM042-PP-XXXL,16,2,646.0,2,1,1,211,4,Others,Needs Nurturing
BTM043-PP-S,41,2,756.0,1,1,1,111,3,At Risk,Churn Likely
BTM043-PP-XL,41,3,1116.95,1,1,1,111,3,At Risk,Churn Likely
BTM043-PP-XS,73,1,377.0,1,1,1,111,3,At Risk,Churn Likely
BTM043-PP-XXL,42,4,1512.0,1,2,2,122,5,At Risk,Churn Likely
BTM043-PP-XXXL,34,1,379.0,1,1,1,111,3,At Risk,Churn Likely
BTM044-PP-M,62,3,1080.0,1,1,1,111,3,At Risk,Churn Likely
BTM044-PP-XL,45,1,377.0,1,1,1,111,3,At Risk,Churn Likely
BTM044-PP-XS,73,1,360.0,1,1,1,111,3,At Risk,Churn Likely
BTM044-PP-XXL,59,1,360.0,1,1,1,111,3,At Risk,Churn Likely
BTM044-PP-XXXL,59,2,720.0,1,1,1,111,3,At Risk,Churn Likely
BTM045-PP-M,40,1,331.0,1,1,1,111,3,At Risk,Churn Likely
BTM045-PP-XL,37,6,2028.0,1,2,2,122,5,At Risk,Churn Likely
BTM045-PP-XXL,66,2,690.0,1,1,1,111,3,At Risk,Churn Likely
BTM045-PP-XXXL,38,2,676.0,1,1,1,111,3,At Risk,Churn Likely
BTM046-PP-M,29,1,0.0,2,1,1,211,4,Others,Needs Nurturing
BTM046-PP-XL,45,2,369.0,1,1,1,111,3,At Risk,Churn Likely
BTM047-PP-L,9,2,691.0,3,1,1,311,5,Others,Needs Nurturing
BTM047-PP-M,52,1,331.0,1,1,1,111,3,At Risk,Churn Likely
BTM047-PP-S,67,2,690.0,1,1,1,111,3,At Risk,Churn Likely
BTM047-PP-XS,75,1,345.0,1,1,1,111,3,At Risk,Churn Likely
BTM047-PP-XXL,12,3,676.0,3,1,1,311,5,Others,Needs Nurturing
BTM047-PP-XXXL,84,1,345.0,1,1,1,111,3,At Risk,Churn Likely
BTM048-PP-L,19,2,356.0,2,1,1,211,4,Others,Needs Nurturing
BTM048-PP-M,12,2,676.0,3,1,1,311,5,Others,Needs Nurturing
BTM048-PP-XS,69,1,345.0,1,1,1,111,3,At Risk,Churn Likely
BTM048-PP-XXL,10,2,662.0,3,1,1,311,5,Others,Needs Nurturing
BTM048-PP-XXXL,60,1,345.0,1,1,1,111,3,At Risk,Churn Likely
CH201-RED-M,9,2,602.0,3,1,1,311,5,Others,Needs Nurturing
CH202-ORANGE-L,8,2,574.0,3,1,1,311,5,Others,Needs Nurturing
CH202-ORANGE-XXL,9,1,301.0,3,1,1,311,5,Others,Needs Nurturing
CH203-MAROON-L,68,2,546.0,1,1,1,111,3,At Risk,Churn Likely
CH203-MAROON-S,8,1,301.0,3,1,1,311,5,Others,Needs Nurturing
CH204-PURPLE-L,70,1,284.0,1,1,1,111,3,At Risk,Churn Likely
CH204-PURPLE-M,8,2,585.0,3,1,1,311,5,Others,Needs Nurturing
CH204-PURPLE-S,84,1,284.0,1,1,1,111,3,At Risk,Churn Likely
CH205-YELLOW-S,5,2,273.0,3,1,1,311,5,Others,Needs Nurturing
CH205-YELLOW-XL,9,2,618.0,3,1,1,311,5,Others,Needs Nurturing
CH205-YELLOW-XXL,22,3,891.0,2,1,1,211,4,Others,Needs Nurturing
CH206-GREEN-M,9,1,301.0,3,1,1,311,5,Others,Needs Nurturing
CH206-GREEN-XXL,63,1,273.0,1,1,1,111,3,At Risk,Churn Likely
CH207-PINK-L,13,1,301.0,2,1,1,211,4,Others,Needs Nurturing
CH208-MUSTARD-L,41,3,847.0,1,1,1,111,3,At Risk,Churn Likely
CH208-MUSTARD-M,9,2,602.0,3,1,1,311,5,Others,Needs Nurturing
CH208-MUSTARD-S,45,1,301.0,1,1,1,111,3,At Risk,Churn Likely
CH208-MUSTARD-XXL,7,1,301.0,3,1,1,311,5,Others,Needs Nurturing
CH209-BIEGE-L,18,1,301.0,2,1,1,211,4,Others,Needs Nurturing
CH209-BIEGE-XL,74,1,273.0,1,1,1,111,3,At Risk,Churn Likely
CH213-BROWN-L,2,2,574.0,4,1,1,411,6,Loyal,Retained
CH213-BROWN-M,66,1,273.0,1,1,1,111,3,At Risk,Churn Likely
CH213-BROWN-S,5,2,301.0,3,1,1,311,5,Others,Needs Nurturing
DPT032,4,1,305.0,4,1,1,411,6,Loyal,Retained
DPT041,4,1,305.0,4,1,1,411,6,Loyal,Retained
DPT052,4,1,305.0,4,1,1,411,6,Loyal,Retained
J0001-DR-L,30,4,2727.14,2,2,2,222,6,Others,Needs Nurturing
J0001-DR-M,47,2,1380.0,1,1,1,111,3,At Risk,Churn Likely
J0001-DR-S,3,8,5520.0,4,3,3,433,10,Champions,Needs Nurturing
J0001-DR-XL,28,3,2070.0,2,1,2,212,5,Others,Needs Nurturing
J0001-DR-XS,1,4,2760.0,4,2,2,422,8,Loyal,Retained
J0001-DR-XXL,70,1,690.0,1,1,1,111,3,At Risk,Churn Likely
J0001-DR-XXXL,29,10,6818.0,2,3,3,233,8,Others,Needs Nurturing
J0002-SKD-L,1,41,46558.0,4,4,4,444,12,Champions,Needs Nurturing
J0002-SKD-M,3,56,61159.08,4,4,4,444,12,Champions,Needs Nurturing
J0002-SKD-S,1,36,38294.54,4,4,4,444,12,Champions,Needs Nurturing
J0002-SKD-XL,3,58,65330.08,4,4,4,444,12,Champions,Needs Nurturing
J0002-SKD-XS,3,27,29550.0,4,4,4,444,12,Champions,Needs Nurturing
J0002-SKD-XXL,6,39,44709.86,3,4,4,344,11,Champions,Needs Nurturing
J0002-SKD-XXXL,3,49,55477.62,4,4,4,444,12,Champions,Needs Nurturing
J0003-SET-L,3,131,85866.6,4,4,4,444,12,Champions,Needs Nurturing
J0003-SET-M,3,258,169574.52,4,4,4,444,12,Champions,Needs Nurturing
J0003-SET-S,2,296,193079.79,4,4,4,444,12,Champions,Needs Nurturing
J0003-SET-XL,1,166,112328.22,4,4,4,444,12,Champions,Needs Nurturing
J0003-SET-XS,1,224,149347.62,4,4,4,444,12,Champions,Needs Nurturing
